cycle,input_q15,output_q15,accumulator_q34
1.870000000000000000e+02,0.000000000000000000e+00,3.796000000000000000e+03,1.990090752000000000e+09
1.880000000000000000e+02,0.000000000000000000e+00,2.376000000000000000e+03,1.245634560000000000e+09
1.890000000000000000e+02,0.000000000000000000e+00,9.080000000000000000e+02,4.760862720000000000e+08
1.900000000000000000e+02,0.000000000000000000e+00,-2.800000000000000000e+02,-1.469399040000000000e+08
1.910000000000000000e+02,0.000000000000000000e+00,-9.710000000000000000e+02,-5.092147200000000000e+08
1.920000000000000000e+02,0.000000000000000000e+00,-1.109000000000000000e+03,-5.815664640000000000e+08
1.930000000000000000e+02,0.000000000000000000e+00,-7.990000000000000000e+02,-4.191682560000000000e+08
1.940000000000000000e+02,0.000000000000000000e+00,-2.570000000000000000e+02,-1.348485120000000000e+08
1.950000000000000000e+02,0.000000000000000000e+00,2.730000000000000000e+02,1.432780800000000000e+08
1.960000000000000000e+02,0.000000000000000000e+00,6.000000000000000000e+02,3.144499200000000000e+08
1.970000000000000000e+02,0.000000000000000000e+00,6.370000000000000000e+02,3.338649600000000000e+08
1.980000000000000000e+02,0.000000000000000000e+00,4.180000000000000000e+02,2.192424960000000000e+08
1.990000000000000000e+02,0.000000000000000000e+00,6.700000000000000000e+01,3.511910400000000000e+07
2.000000000000000000e+02,0.000000000000000000e+00,-2.620000000000000000e+02,-1.373798400000000000e+08
2.010000000000000000e+02,0.000000000000000000e+00,-4.440000000000000000e+02,-2.325872640000000000e+08
2.020000000000000000e+02,0.000000000000000000e+00,-4.250000000000000000e+02,-2.230763520000000000e+08
2.030000000000000000e+02,0.000000000000000000e+00,-2.390000000000000000e+02,-1.252638720000000000e+08
2.040000000000000000e+02,0.000000000000000000e+00,2.300000000000000000e+01,1.187020800000000000e+07
2.050000000000000000e+02,0.000000000000000000e+00,2.470000000000000000e+02,1.294417920000000000e+08
2.060000000000000000e+02,0.000000000000000000e+00,3.480000000000000000e+02,1.825751040000000000e+08
2.070000000000000000e+02,0.000000000000000000e+00,2.990000000000000000e+02,1.565491200000000000e+08
2.080000000000000000e+02,0.000000000000000000e+00,1.330000000000000000e+02,6.955008000000000000e+07
2.090000000000000000e+02,0.000000000000000000e+00,-7.200000000000000000e+01,-3.760128000000000000e+07
2.100000000000000000e+02,0.000000000000000000e+00,-2.290000000000000000e+02,-1.198080000000000000e+08
2.110000000000000000e+02,0.000000000000000000e+00,-2.790000000000000000e+02,-1.460551680000000000e+08
2.120000000000000000e+02,0.000000000000000000e+00,-2.110000000000000000e+02,-1.105182720000000000e+08
2.130000000000000000e+02,0.000000000000000000e+00,-6.300000000000000000e+01,-3.280896000000000000e+07
2.140000000000000000e+02,0.000000000000000000e+00,9.900000000000000000e+01,5.200281600000000000e+07
2.150000000000000000e+02,0.000000000000000000e+00,2.080000000000000000e+02,1.088471040000000000e+08
2.160000000000000000e+02,0.000000000000000000e+00,2.230000000000000000e+02,1.167605760000000000e+08
2.170000000000000000e+02,0.000000000000000000e+00,1.450000000000000000e+02,7.625932800000000000e+07
2.180000000000000000e+02,0.000000000000000000e+00,1.400000000000000000e+01,7.495680000000000000e+06
2.190000000000000000e+02,0.000000000000000000e+00,-1.130000000000000000e+02,-5.930188800000000000e+07
2.200000000000000000e+02,0.000000000000000000e+00,-1.850000000000000000e+02,-9.697689600000000000e+07
2.210000000000000000e+02,0.000000000000000000e+00,-1.760000000000000000e+02,-9.218457600000000000e+07
2.220000000000000000e+02,0.000000000000000000e+00,-9.500000000000000000e+01,-4.984012800000000000e+07
2.230000000000000000e+02,0.000000000000000000e+00,1.900000000000000000e+01,1.005158400000000000e+07
2.240000000000000000e+02,0.000000000000000000e+00,1.180000000000000000e+02,6.175948800000000000e+07
2.250000000000000000e+02,0.000000000000000000e+00,1.610000000000000000e+02,8.461516800000000000e+07
2.260000000000000000e+02,0.000000000000000000e+00,1.360000000000000000e+02,7.114752000000000000e+07
2.270000000000000000e+02,0.000000000000000000e+00,5.600000000000000000e+01,2.927001600000000000e+07
2.280000000000000000e+02,0.000000000000000000e+00,-4.200000000000000000e+01,-2.192179200000000000e+07
2.290000000000000000e+02,0.000000000000000000e+00,-1.160000000000000000e+02,-6.077644800000000000e+07
2.300000000000000000e+02,0.000000000000000000e+00,-1.380000000000000000e+02,-7.215513600000000000e+07
2.310000000000000000e+02,0.000000000000000000e+00,-1.010000000000000000e+02,-5.308416000000000000e+07
2.320000000000000000e+02,0.000000000000000000e+00,-2.500000000000000000e+01,-1.334476800000000000e+07
2.330000000000000000e+02,0.000000000000000000e+00,5.600000000000000000e+01,2.939289600000000000e+07
2.340000000000000000e+02,0.000000000000000000e+00,1.090000000000000000e+02,5.738496000000000000e+07
2.350000000000000000e+02,0.000000000000000000e+00,1.140000000000000000e+02,5.999001600000000000e+07
2.360000000000000000e+02,0.000000000000000000e+00,7.200000000000000000e+01,3.772416000000000000e+07
2.370000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+00,1.277952000000000000e+06
2.380000000000000000e+02,0.000000000000000000e+00,-6.400000000000000000e+01,-3.347251200000000000e+07
2.390000000000000000e+02,0.000000000000000000e+00,-1.000000000000000000e+02,-5.232230400000000000e+07
2.400000000000000000e+02,0.000000000000000000e+00,-9.200000000000000000e+01,-4.846387200000000000e+07
2.410000000000000000e+02,0.000000000000000000e+00,-4.700000000000000000e+01,-2.487091200000000000e+07
2.420000000000000000e+02,0.000000000000000000e+00,1.400000000000000000e+01,7.544832000000000000e+06
2.430000000000000000e+02,0.000000000000000000e+00,6.700000000000000000e+01,3.489792000000000000e+07
2.440000000000000000e+02,0.000000000000000000e+00,8.800000000000000000e+01,4.622745600000000000e+07
2.450000000000000000e+02,0.000000000000000000e+00,7.200000000000000000e+01,3.784704000000000000e+07
2.460000000000000000e+02,0.000000000000000000e+00,2.700000000000000000e+01,1.437696000000000000e+07
2.470000000000000000e+02,0.000000000000000000e+00,-2.600000000000000000e+01,-1.361510400000000000e+07
2.480000000000000000e+02,0.000000000000000000e+00,-6.500000000000000000e+01,-3.430809600000000000e+07
2.490000000000000000e+02,0.000000000000000000e+00,-7.600000000000000000e+01,-3.964108800000000000e+07
2.500000000000000000e+02,0.000000000000000000e+00,-5.400000000000000000e+01,-2.833612800000000000e+07
2.510000000000000000e+02,0.000000000000000000e+00,-1.200000000000000000e+01,-6.045696000000000000e+06
2.520000000000000000e+02,0.000000000000000000e+00,3.300000000000000000e+01,1.739980800000000000e+07
2.530000000000000000e+02,0.000000000000000000e+00,6.200000000000000000e+01,3.226828800000000000e+07
2.540000000000000000e+02,0.000000000000000000e+00,6.300000000000000000e+01,3.295641600000000000e+07
2.550000000000000000e+02,0.000000000000000000e+00,3.800000000000000000e+01,2.005401600000000000e+07
2.560000000000000000e+02,0.000000000000000000e+00,-1.000000000000000000e+00,-3.194880000000000000e+05
2.570000000000000000e+02,0.000000000000000000e+00,-3.700000000000000000e+01,-1.931673600000000000e+07
2.580000000000000000e+02,0.000000000000000000e+00,-5.600000000000000000e+01,-2.922086400000000000e+07
2.590000000000000000e+02,0.000000000000000000e+00,-5.100000000000000000e+01,-2.651750400000000000e+07
2.600000000000000000e+02,0.000000000000000000e+00,-2.500000000000000000e+01,-1.309900800000000000e+07
2.610000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+00,4.890624000000000000e+06
2.620000000000000000e+02,0.000000000000000000e+00,3.800000000000000000e+01,1.975910400000000000e+07
2.630000000000000000e+02,0.000000000000000000e+00,4.900000000000000000e+01,2.560819200000000000e+07
2.640000000000000000e+02,0.000000000000000000e+00,3.900000000000000000e+01,2.057011200000000000e+07
2.650000000000000000e+02,0.000000000000000000e+00,1.400000000000000000e+01,7.421952000000000000e+06
2.660000000000000000e+02,0.000000000000000000e+00,-1.500000000000000000e+01,-7.962624000000000000e+06
2.670000000000000000e+02,0.000000000000000000e+00,-3.600000000000000000e+01,-1.909555200000000000e+07
2.680000000000000000e+02,0.000000000000000000e+00,-4.100000000000000000e+01,-2.172518400000000000e+07
2.690000000000000000e+02,0.000000000000000000e+00,-2.900000000000000000e+01,-1.526169600000000000e+07
2.700000000000000000e+02,0.000000000000000000e+00,-6.000000000000000000e+00,-2.973696000000000000e+06
2.710000000000000000e+02,0.000000000000000000e+00,1.900000000000000000e+01,9.732096000000000000e+06
2.720000000000000000e+02,0.000000000000000000e+00,3.400000000000000000e+01,1.767014400000000000e+07
2.730000000000000000e+02,0.000000000000000000e+00,3.400000000000000000e+01,1.784217600000000000e+07
2.740000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+01,1.071513600000000000e+07
2.750000000000000000e+02,0.000000000000000000e+00,-1.000000000000000000e+00,-3.194880000000000000e+05
2.760000000000000000e+02,0.000000000000000000e+00,-2.000000000000000000e+01,-1.051852800000000000e+07
2.770000000000000000e+02,0.000000000000000000e+00,-3.000000000000000000e+01,-1.572864000000000000e+07
2.780000000000000000e+02,0.000000000000000000e+00,-2.700000000000000000e+01,-1.420492800000000000e+07
2.790000000000000000e+02,0.000000000000000000e+00,-1.300000000000000000e+01,-6.955008000000000000e+06
2.800000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+00,2.629632000000000000e+06
2.810000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+01,1.049395200000000000e+07
2.820000000000000000e+02,0.000000000000000000e+00,2.600000000000000000e+01,1.354137600000000000e+07
2.830000000000000000e+02,0.000000000000000000e+00,2.100000000000000000e+01,1.088716800000000000e+07
